name,whisky_type,volume(cl),alcohol(%),alcohol_density,price(£),price_per_cl,style_body,style_richness,style_smoke,style_sweetness,country,region,casktype,cask_group,bottler,bottler_group,is_independent,colouring,age,vintage,bottling_decade,is_vintage,has_age,has_bottling_decade,is_nas,characters,nose,palate,finish,food_paring,reviews,is_no_note,url,strong_smoke,style_missing,flavour_note,smoky_family,fruity_family,floral_family,herbal_family,sweet_family,nutty_family,spicy_family,woody_family,earthy_family,malty_family,creamy_family,wine_family,marine_family,other_family,body_tag,richness_tag,smoke_tag,sweetness_tag,flavour_pattern,family_combo,F1,F2
Timorous Beastie 13 Year Old 'Meet The Beast',blended malt,70.0,52.5,3675.0,72.5,1.0357142857142858,,,,,scotland,unknown_scotland,not specified,unknown,douglas laing,douglas laing,1,False,13.0,,,0,1,0,0,"Orange, Vanilla, Oak, Wax, Honey",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/65199/timorous-beastie-13-year-old-meet-the-beast,0,1,"Orange, Vanilla, Oak, Wax, Honey",0,1,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,
MacNair's Lum Reek 10 Year Old Batch 1,blended malt,70.0,55.4,3878.0,60.95,0.8707142857142858,4.0,3.0,3.0,3.0,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,False,10.0,,,0,1,0,0,"Smoke, Plums, Cinnamon, Banana, Milk Chocolate, Oak",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/64513/macnairs-lum-reek-10-year-old-batch-1,1,0,"Smoke, Plums, Cinnamon, Banana, Milk Chocolate, Oak",0,1,0,0,1,0,1,1,0,0,0,0,0,0,full,round,smoky,balanced,full_round_smoky_balanced,"('fruity', 'sweet', 'spicy', 'woody')",1.1547418904426396,1.1786350672124182
Old Perth Cask StrengthSherry Casks,blended malt,70.0,58.6,4102.0,50.25,0.7178571428571429,2.0,2.0,0.0,3.0,scotland,unknown_scotland,sherry,sherry,,old perth,1,False,,,,0,0,0,1,"Toffee, Dried Fruit, Cinnamon, Ginger, Cherry, Raisins",no description,no description,no description,,"My brother had a bottle of this which I tried at Christmas 2023 I loved it so much, I had bought myself a bottle every year for my Christmas drink And I will be doing it this year as well But this whiskey can be drank any time of the year. So I will instead order 2 this year, 1 for saving for my summer 3025 tipple. || wow... simply wow! || I have tried the Old Perth core range and I have to say, for a cask strength whisky it is amazing!! Super easy to drink and such complex tasting notes on the palate. Beautiful dram and 10/10 recommend! || Delicious Dram! i love the toffee and dried fruit tasting notes, perfect dram for this winter weather",0,https://www.thewhiskyexchange.com/p/63944/old-perth-cask-strength-sherry-casks,0,0,"Toffee, Dried Fruit, Cinnamon, Ginger, Cherry, Raisins",0,1,0,0,1,0,1,0,0,0,0,0,0,0,medium,round,non,balanced,medium_round_non_balanced,"('fruity', 'sweet', 'spicy')",-1.432124982698987,-0.2798650486858636
Compass Box The Peat MonsterGlass Set,blended malt,70.0,46.0,3220.0,59.95,0.8564285714285714,,,,,scotland,unknown_scotland,not specified,unknown,compass box,compass box,1,False,,,,0,0,0,1,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/63889/compass-box-the-peat-monster-glass-set,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Chivas Century Of Malts,blended malt,75.0,40.0,3000.0,250.0,3.333333333333333,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,True,,,,0,0,0,1,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/63884/chivas-century-of-malts,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Big Peat Blended Malt Christmas Edition,blended malt,70.0,52.8,3696.0,51.75,0.7392857142857143,4.0,3.0,4.0,2.0,scotland,islay,not specified,unknown,douglas laing,douglas laing,1,False,,,,0,0,0,1,"Smoke, Leather, Honey, Vanilla, Oak",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/63399/big-peat-blended-malt-christmas-edition,1,0,"Smoke, Leather, Honey, Vanilla, Oak",0,0,0,0,1,0,0,1,1,0,0,0,0,0,full,round,smoky,balanced,full_round_smoky_balanced,"('sweet', 'woody', 'earthy')",1.1440802000003478,2.23810462651253
Caisteal Chamuis 12 Year Old Blended Malt,blended malt,70.0,46.0,3220.0,47.95,0.685,,,,,scotland,island,oloroso sherry finish,sherry,,distillery bottling,0,Unknown,12.0,,,0,1,0,0,no description,no description,no description,no description,,"Absolutely delicious! Great mouthfeel, lively and bright. I'm ordering more this weekend!",1,https://www.thewhiskyexchange.com/p/63308/caisteal-chamuis-12-year-old-blended-malt,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Mackintosh Blended Malt,blended malt,70.0,41.0,2870.0,39.75,0.5678571428571428,3.0,2.0,0.0,4.0,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,Unknown,,,,0,0,0,1,"Malt, Honey, Vanilla, Dried Fruit, Grass, Orange",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/62704/mackintosh-blended-malt,0,0,"Malt, Honey, Vanilla, Dried Fruit, Grass, Orange",0,1,0,1,1,0,0,0,0,0,0,0,0,0,medium,round,non,sweet,medium_round_non_sweet,"('fruity', 'herbal', 'sweet')",-0.19125092103351857,-0.8253705822997626
Big Peat 12 Year Old,blended malt,70.0,46.0,3220.0,53.25,0.7607142857142857,4.0,2.0,4.0,1.0,scotland,unknown_scotland,not specified,unknown,douglas laing,douglas laing,1,False,12.0,,,0,1,0,0,"Iodine (tcp), Tar, Smoke, Rubber, Oak",no description,no description,no description,,Incredibly complex. Incredibly Islay. Incredibly excellent.,0,https://www.thewhiskyexchange.com/p/62565/big-peat-12-year-old,1,0,"Iodine (tcp), Tar, Smoke, Rubber, Oak",1,0,0,0,0,0,0,1,0,0,0,0,0,0,full,round,smoky,dry,full_round_smoky_dry,"('smoky', 'woody')",1.0069763788627817,2.8670021212867876
The Epicurean 12 Year Old,single malt,70.0,46.0,3220.0,48.25,0.6892857142857143,3.0,2.0,0.0,3.0,scotland,lowland,not specified,unknown,douglas laing,douglas laing,1,False,12.0,,,0,1,0,0,"Peach, Cinnamon, Nutmeg, Ginger, Vanilla, Honey",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/62564/the-epicurean-12-year-old,0,0,"Peach, Cinnamon, Nutmeg, Ginger, Vanilla, Honey",0,1,0,0,1,0,1,0,0,0,0,0,0,0,medium,round,non,balanced,medium_round_non_balanced,"('fruity', 'sweet', 'spicy')",-0.22655563142177113,-0.2376593194908366
Old Perth 199625 Year Old,blended malt,70.0,44.9,3143.0,179.0,2.557142857142857,3.0,3.0,2.0,3.0,scotland,unknown_scotland,sherry,sherry,,old perth,1,False,25.0,1996.0,,1,1,0,0,"Cinnamon, Stewed Fruit, Ginger, Nutmeg, Smoke",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/62444/old-perth-1996-25-year-old,0,0,"Cinnamon, Stewed Fruit, Ginger, Nutmeg, Smoke",0,0,0,0,0,0,1,0,0,0,0,0,0,0,medium,round,light_smoke,balanced,medium_round_light_smoke_balanced,"('spicy',)",-0.07547048078053657,0.6646710415262047
Famous Grouse 199212 Year Old Bot.2004,blended malt,70.0,40.0,2800.0,120.0,1.7142857142857142,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,Unknown,12.0,1992.0,2000.0,1,1,1,0,no description,no description,no description,no description,,Super Duper. The best blended malt. A journey you never forget.,1,https://www.thewhiskyexchange.com/p/62339/famous-grouse-1992-12-year-old-bot2004,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Famous Grouse 198912 Years Old,blended malt,70.0,40.0,2800.0,150.0,2.142857142857143,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,Unknown,12.0,1989.0,,1,1,0,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/61652/famous-grouse-1989-12-years-old,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Famous Grouse Vintage 1992Bot.2003,blended malt,70.0,40.0,2800.0,120.0,1.7142857142857142,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,False,,1992.0,,1,0,0,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/61653/famous-grouse-vintage-1992-bot2003,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Gladstone Axe Black Axe Blended Malt Scotch,blended malt,70.0,41.0,2870.0,33.25,0.475,3.0,3.0,2.0,3.0,scotland,unknown_scotland,not specified,unknown,,gladstone axe,1,Unknown,,,,0,0,0,1,"Oak, Caramel, Smoke, Salt (powder), Heather, Malt",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/60279/gladstone-axe-black-axe-blended-malt-scotch,0,0,"Oak, Caramel, Smoke, Salt (powder), Heather, Malt",0,0,1,0,1,0,0,1,0,0,0,0,0,0,medium,round,light_smoke,balanced,medium_round_light_smoke_balanced,"('floral', 'sweet', 'woody')",-0.07547048078053657,0.6646710415262047
Gladstone Axe American Oak Blended Malt Scotch,blended malt,70.0,41.0,2870.0,33.25,0.475,2.0,2.0,0.0,4.0,scotland,unknown_scotland,not specified,unknown,,gladstone axe,1,Unknown,,,,0,0,0,1,"Malt, Honey, Biscuits, Vanilla, Apple, Custard",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/60278/gladstone-axe-american-oak-blended-malt-scotch,0,0,"Malt, Honey, Biscuits, Vanilla, Apple, Custard",0,1,0,0,1,0,0,0,0,0,1,0,0,0,medium,round,non,sweet,medium_round_non_sweet,"('fruity', 'sweet', 'creamy')",-1.3968202723107344,-0.8675763114947895
The Six Isles Voyager,blended malt,70.0,46.0,3220.0,42.75,0.6107142857142858,4.0,2.0,3.0,1.0,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,False,,,,0,0,0,1,"Apricot, Heather, Smoke, Salt (powder), Toast, Butter",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/59604/the-six-isles-voyager,1,0,"Apricot, Heather, Smoke, Salt (powder), Toast, Butter",0,1,1,0,0,0,0,0,0,0,0,0,0,0,full,round,smoky,dry,full_round_smoky_dry,"('fruity', 'floral')",0.9823333589168212,2.3952438247956014
Glenborrodale Batch 811 Year Old Adelphi,blended malt,70.0,46.0,3220.0,48.95,0.6992857142857143,2.0,3.0,1.0,3.0,scotland,unknown_scotland,not specified,unknown,adelphi,adelphi,1,Unknown,11.0,,,0,1,0,0,"Toffee, Smoke, Honey, Mint, Salt (powder), Malt",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/59466/glenborrodale-batch-8-11-year-old-adelphi,0,0,"Toffee, Smoke, Honey, Mint, Salt (powder), Malt",0,0,0,1,1,0,0,0,0,0,0,0,0,0,medium,round,light_smoke,balanced,medium_round_light_smoke_balanced,"('herbal', 'sweet')",-1.3056828520037131,0.15070701583999138
Blended Malt 20099 Year Old Single Cask Nation,blended malt,70.0,65.4,4578.0,78.25,1.1178571428571429,4.0,3.0,0.0,3.0,scotland,unknown_scotland,1st fill sherry butt,sherry,single cask nation,single cask nation,1,Unknown,9.0,2009.0,,1,1,0,0,"Dried Fruit, Plums, Dark Chocolate, Almond, Praline, Aniseed",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/55503/blended-malt-2009-9-year-old-single-cask-nation,0,0,"Dried Fruit, Plums, Dark Chocolate, Almond, Praline, Aniseed",0,0,0,0,1,1,0,0,0,0,0,0,0,0,full,round,non,balanced,full_round_non_balanced,"('sweet', 'nutty')",1.0808128306047577,-0.236639822261141
Blended Malt 200118 Years Old Cask #50 Whisky Trail Soviet,blended malt,70.0,45.3,3171.0,104.0,1.4857142857142858,2.0,4.0,0.0,3.0,scotland,unknown_scotland,not specified,unknown,elixir distillers,elixir distillers,1,Unknown,18.0,2001.0,,1,1,0,0,"Ginger, Dried Fruit, Cherry, Cinnamon, Dark Chocolate, Fruit Cake",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/55021/blended-malt-2001-18-years-old-cask-50-whisky-trail-soviet,0,0,"Ginger, Dried Fruit, Cherry, Cinnamon, Dark Chocolate, Fruit Cake",0,1,0,0,1,0,1,0,0,0,0,0,0,0,medium,rich,non,balanced,medium_rich_non_balanced,"('fruity', 'sweet', 'spicy')",-1.2285267612003603,-0.36223751261652637
Big Peat 15th AnniversaryRed Wine Cask Finish,blended malt,70.0,50.0,3500.0,60.75,0.8678571428571429,3.0,3.0,3.0,3.0,scotland,islay,wine finish,wine_port,douglas laing,douglas laing,1,False,,,,0,0,0,1,"Dark Chocolate, Earth, Peat smoke, Strawberry, Raspberry",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/53754/big-peat-15th-anniversary-red-wine-cask-finish,1,0,"Dark Chocolate, Earth, Peat smoke, Strawberry, Raspberry",0,1,0,0,1,0,0,0,0,0,0,0,0,0,medium,round,smoky,balanced,medium_round_smoky_balanced,"('fruity', 'sweet')",-0.050827460834575976,1.136429338017391
Blended Islay 20109 Year Old Whisky Trail Retro Cars,blended,70.0,59.8,4186.0,77.5,1.1071428571428572,4.0,3.0,4.0,1.0,scotland,islay,not specified,unknown,elixir distillers,elixir distillers,1,False,9.0,2010.0,,1,1,0,0,"Smoke, Iodine (tcp), Salt (powder), Orange, Clove, Nutmeg",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/53366/blended-islay-2010-9-year-old-whisky-trail-retro-cars,1,0,"Smoke, Iodine (tcp), Salt (powder), Orange, Clove, Nutmeg",1,1,0,0,0,0,1,0,0,0,0,0,0,0,full,round,smoky,dry,full_round_smoky_dry,"('smoky', 'fruity', 'spicy')",1.1087754896120952,2.825815889321456
Angels' Nectar Original Blended Malt,blended malt,70.0,40.0,2800.0,37.75,0.5392857142857143,,,,,scotland,highland,not specified,unknown,,angels' nectar,1,Unknown,5.0,,,0,1,0,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/52662/angels-nectar-original-blended-malt,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Rock Island 10 Year Old,blended malt,70.0,46.0,3220.0,47.95,0.685,3.0,2.0,3.0,1.0,scotland,island,not specified,unknown,douglas laing,douglas laing,1,False,10.0,,,0,1,0,0,"Smoke, Orange, Salt (powder), Oak",no description,no description,no description,,Refined and delicious. The maritime style is apparent but the smokey peated qualities shine through marvellously || Wow what a Malt. really does take you to the coast - lots of salt / pepper / smokey sweetness,0,https://www.thewhiskyexchange.com/p/50991/rock-island-10-year-old,1,0,"Smoke, Orange, Salt (powder), Oak",0,1,0,0,0,0,0,1,0,0,0,0,0,0,medium,round,smoky,dry,medium_round_smoky_dry,"('fruity', 'woody')",-0.22323599236039446,2.3530380956005743
Rock Island,blended malt,70.0,46.8,3276.0,38.75,0.5535714285714286,3.0,2.0,3.0,1.0,scotland,island,not specified,unknown,douglas laing,douglas laing,1,False,,,,0,0,0,1,"Sage, Rosemary, Black Pepper, Liquorice root, Brine, Honey","As fresh and invigorating as a walk on the seafront. Briney, cough sweets, liquorice, and fresh herbs (sage and rosemary).","Richer than expected, with warming notes of black pepper, sea salt and ozone, as well as a hint of honeyed fruit. Good weight.",The well-balanced peat acts as a seabreak to the subtle but welcome fruit.,,"Sweet smoke with a long finish. Not a light dram but surprisingly sweet at the end. || Quite unique but nothing special about this one. I don't regret buying it but wouldn't buy it again, however I am still inclined to try the more expensive age-labeled ones due to the ""uniqueness"" of this brand.",0,https://www.thewhiskyexchange.com/p/50469/rock-island,1,0,"Sage, Rosemary, Black Pepper, Liquorice root, Brine, Honey As fresh and invigorating as a walk on the seafront. Briney, cough sweets, liquorice, and fresh herbs (sage and rosemary). Richer than expected, with warming notes of black pepper, sea salt and ozone, as well as a hint of honeyed fruit. Good weight. The well-balanced peat acts as a seabreak to the subtle but welcome fruit.",0,0,0,1,1,0,1,0,0,0,0,0,0,1,medium,round,smoky,dry,medium_round_smoky_dry,"('herbal', 'sweet', 'spicy', 'other')",-0.22323599236039446,2.3530380956005743
King of Trees Highland 10 Year OldWhisky Works,blended malt,70.0,46.5,3255.0,76.5,1.0928571428571427,2.0,2.0,0.0,3.0,scotland,highland,not specified,unknown,whisky works,whisky works,1,False,10.0,,,0,1,0,0,"Apple, Pear, Vanilla, Nutmeg, Oak",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/48665/king-of-trees-highland-10-year-old-whisky-works,0,0,"Apple, Pear, Vanilla, Nutmeg, Oak",0,1,0,0,1,0,1,1,0,0,0,0,0,0,medium,round,non,balanced,medium_round_non_balanced,"('fruity', 'sweet', 'spicy', 'woody')",-1.432124982698987,-0.2798650486858636
Famous Grouse 30 Year Old,blended malt,70.0,43.0,3010.0,700.0,10.0,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,Unknown,30.0,,,0,1,0,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/48130/famous-grouse-30-year-old,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Compass Box Juveniles,blended malt,70.0,46.0,3220.0,74.95,1.0707142857142855,3.0,3.0,0.0,3.0,scotland,unknown_scotland,not specified,unknown,compass box,compass box,1,False,,,,0,0,0,1,"Pear, Vanilla, Mixed Herb, Biscuits, Lemon",no description,no description,no description,,"Very poor - mostly Clynelish but without any cask influence. You get old and stale whisky.. notice how the 5* reviews do not tell you what it actually tastes like. || This is an awesome CB release. Much more vivid fresh fruits and nicer flavour profile integration than Spice tree and just shy of Phenomenology in overall quality. It is probably an younger blend than Phenomenology. A must buy when on sale. || Excellent. Bought a couple of compass box before, but this really is top notch. || Delicate on the nose, very smooth with initial sweetness but dry, grassy finish. Much more complex and subtle flavour than you'd expect and very enjoyable. One of my favourite Class Box releases.",0,https://www.thewhiskyexchange.com/p/47443/compass-box-juveniles,0,0,"Pear, Vanilla, Mixed Herb, Biscuits, Lemon",0,1,0,0,1,0,0,0,0,0,0,0,0,0,medium,round,non,balanced,medium_round_non_balanced,"('fruity', 'sweet')",-0.12475652067245775,-0.278845551456168
Old Bannockburn (Deanston)Bot.1970s,blended malt,75.0,40.0,3000.0,199.0,2.6533333333333333,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,Unknown,,,1970.0,0,0,1,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/46113/old-bannockburn-deanston-bot1970s,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Cladach Blended MaltSpecial Releases 2018,blended malt,70.0,57.1,3997.0,150.0,2.142857142857143,4.0,3.0,2.0,2.0,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,Unknown,,,,0,0,0,1,"Brine, Smoke, Apple, Black Pepper, Orange, Lemon","Pink shrimp sweets and leather to start, with smoke slowly building behind. Fresh sea air and crashing waves sit alongside earthy peat and maritime-tinged smoke. Meaty barbecue notes develop.","Peat leads but is quickly pushed to the back. The whisky is built around a sweet centre of boiled sweets and apple sauce, surrounded by salt and freshly-ground black pepper. A tingle of sherbet leads to zesty waxed lemons and sweet orange.",Sweet peat and grass with a touch of char.,,"Volcanic blended malt with a salty, seaweed start and a long smoky finish || It’s hard to argue with the tasting notes above. And do not worry about this being a blend - it is a superb dram. The thing that really got me, was the smoothness. At 57% my throat should have been tingling... but no. No water required for this beauty. A rare sight in any bar so had to try it.... and was not disappointed. Absolutely stunning.",0,https://www.thewhiskyexchange.com/p/46114/cladach-blended-malt-special-releases-2018,0,0,"Brine, Smoke, Apple, Black Pepper, Orange, Lemon Pink shrimp sweets and leather to start, with smoke slowly building behind. Fresh sea air and crashing waves sit alongside earthy peat and maritime-tinged smoke. Meaty barbecue notes develop. Peat leads but is quickly pushed to the back. The whisky is built around a sweet centre of boiled sweets and apple sauce, surrounded by salt and freshly-ground black pepper. A tingle of sherbet leads to zesty waxed lemons and sweet orange. Sweet peat and grass with a touch of char.",0,1,0,1,0,0,1,0,1,0,0,0,0,0,full,round,light_smoke,balanced,full_round_light_smoke_balanced,"('fruity', 'herbal', 'spicy', 'earthy')",1.0947941601084266,1.2945880335301576
Compass Box Flaming Heart2018 Edition Magnum,blended malt,150.0,48.9,7335.0,255.0,1.7,3.0,3.0,2.0,3.0,scotland,unknown_scotland,not specified,unknown,compass box,compass box,1,Unknown,,,,0,0,0,1,"Cinnamon, Nutmeg, Dried Fruit, Orange, Clove, Smoke",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/45679/compass-box-flaming-heart-2018-edition-magnum,0,0,"Cinnamon, Nutmeg, Dried Fruit, Orange, Clove, Smoke",0,1,0,0,0,0,1,0,0,0,0,0,0,0,medium,round,light_smoke,balanced,medium_round_light_smoke_balanced,"('fruity', 'spicy')",-0.07547048078053657,0.6646710415262047
Speyside Region 197343 Year Old Whisky Agency for TWE,blended malt,70.0,47.4,3318.0,1500.0,21.428571428571427,,,,,scotland,speyside,butt,others,the whisky agency,the whisky agency,1,False,43.0,1973.0,,1,1,0,0,no description,"Spiced brioche, brown sugar and rich lardy cake. Cinnamon buns and iced Danish pastries with a cherry on the top. Fruit jelly notes develop – lemon, lime and pineapple – with a background of old, wax-polished oak tables. Meatier notes slowly emerge, balanced by sugar flowers, candied lemon and sweet whipped cream.","Creamily textured, with lightly spiced egg-custard tarts leading into old Chartreuse, spiced sponge cake and butter cream – the herbal notes float around on top, while underneath sit piles of cakes and oaty biscuits. In between are fruity boiled sweets, barley sugar and herbal throat sweets. Tarte tatin notes develop, softly spiced and drenched with butter.","Apple sauce and buttered toast. Toasted, spiced, fruit loaf develops. Apple sweets and cream remain.",,"Lucky enough to have tried this exceptional whisky recently, and must say for it to be blended, it is far superior to most 40+year single malts I have tried over the years. A full 10/10 to whomever is responsible for this blend. Superb. || Amazing dram. Complexity, waxiness, citrus fruits, tropical fruits, polish and an amazing, long finish || Fantastic dram, elegant and complex – a real stunner. || Stunning – another Speyside that hits every mark. || Really great stuff, as good or better than most of the other 73s I have tasted and this one is actually more reasonably priced than most. Get it while you can.",0,https://www.thewhiskyexchange.com/p/43631/speyside-region-1973-43-year-old-whisky-agency-for-twe,0,1,"Spiced brioche, brown sugar and rich lardy cake. Cinnamon buns and iced Danish pastries with a cherry on the top. Fruit jelly notes develop – lemon, lime and pineapple – with a background of old, wax-polished oak tables. Meatier notes slowly emerge, balanced by sugar flowers, candied lemon and sweet whipped cream. Creamily textured, with lightly spiced egg-custard tarts leading into old Chartreuse, spiced sponge cake and butter cream – the herbal notes float around on top, while underneath sit piles of cakes and oaty biscuits. In between are fruity boiled sweets, barley sugar and herbal throat sweets. Tarte tatin notes develop, softly spiced and drenched with butter. Apple sauce and buttered toast. Toasted, spiced, fruit loaf develops. Apple sweets and cream remain.",0,1,0,1,0,0,1,1,0,1,1,0,0,1,,,,,,,,
Berry Bros & Rudd Peated Cask Matured Blended Malt,blended malt,70.0,44.2,3094.0,39.5,0.5642857142857143,2.0,2.0,3.0,3.0,scotland,unknown_scotland,peated,others,berry bros & rudd,berry bros & rudd,1,Unknown,,,,0,0,0,1,"Smoke, Apple, Pear, Apricot",no description,A fruity sweetness introduces the soft peaty character. Well balanced to perfection.,"Mid-long, deliciously peated.",,,0,https://www.thewhiskyexchange.com/p/43429/berry-bros-rudd-peated-cask-matured-blended-malt,1,0,"Smoke, Apple, Pear, Apricot A fruity sweetness introduces the soft peaty character. Well balanced to perfection. Mid-long, deliciously peated.",1,1,0,0,0,0,0,0,0,0,0,0,0,1,medium,round,smoky,balanced,medium_round_smoky_balanced,"('smoky', 'fruity', 'other')",-1.3581959228611051,1.1354098407876956
The Gauldrons Batch 1,blended malt,70.0,46.2,3234.0,45.75,0.6535714285714286,,,,,scotland,campbeltown,not specified,unknown,douglas laing,douglas laing,1,False,,,,0,0,0,1,no description,A dry saltiness with sweet cereal and a late hint of gentle peat smoke.,"Initially dry (beachy and maritime) warming to crunched sugar, barley and oak.","Warmingly spiced, bringing puffs of smoke and rock pools with a dark sugar sweetness.",,"Single Cask Single Malts married together to create one of the most unique and wonderful drams I have had in a while. As I work in the industry I have tried my fair share of whisky and every so often you come across one that stands out, this is one of them. Rich and baked biscuit nose then delicate smoke and caramel on the palate.",0,https://www.thewhiskyexchange.com/p/40975/the-gauldrons-batch-1,0,1,"A dry saltiness with sweet cereal and a late hint of gentle peat smoke. Initially dry (beachy and maritime) warming to crunched sugar, barley and oak. Warmingly spiced, bringing puffs of smoke and rock pools with a dark sugar sweetness.",0,0,0,0,0,0,0,1,0,1,0,0,0,1,,,,,,,,
Chivas Century Of Malts,blended malt,75.0,43.0,3225.0,250.0,3.333333333333333,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,Unknown,,,,0,0,0,1,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/39244/chivas-century-of-malts,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Portgordon Maltings Celebration BlendBot.1980s,blended malt,75.0,40.0,3000.0,250.0,3.333333333333333,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,Unknown,,,1980.0,0,0,1,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/38807/portgordon-maltings-celebration-blend-bot1980s,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Collection Moon 8 Year Old,other,70.0,43.0,3010.0,299.0,4.271428571428571,,,,,scotland,unknown_scotland,not specified,unknown,moon import,moon import,1,Unknown,8.0,,,0,1,0,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/34203/collection-moon-8-year-old,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Collection Moon 12 Year Old,blended malt,70.0,45.0,3150.0,299.0,4.271428571428571,,,,,scotland,unknown_scotland,not specified,unknown,moon import,moon import,1,Unknown,12.0,,,0,1,0,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/34202/collection-moon-12-year-old,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Sandy MacdonaldBot.1940s,blended malt,75.0,40.0,3000.0,750.0,10.0,,,,,scotland,unknown_scotland,not specified,unknown,,distillery bottling,0,False,,,1940.0,0,0,1,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/34034/sandy-macdonald-bot1940s,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
The EpicureanDouglas Laing,blended malt,70.0,46.2,3234.0,37.75,0.5392857142857143,3.0,2.0,2.0,1.0,scotland,lowland,not specified,unknown,douglas laing,douglas laing,1,Unknown,,,,0,0,0,1,"Mixed Herb, Banana, Leaves, Lemon, Cream",Citrus fruit and green banana with classic Lowland meadow hints and creamy touches.,Juicy lemon and melon with sweet cream and soft spice.,"Lemon zest, spice and leafy herbs.",,one of the best whiskies I've ever bought. A perfect Lowland mix of fresh fruity flavours with heavy vanilla oak . I loved every drop . can't recommend it enough,0,https://www.thewhiskyexchange.com/p/33101/the-epicurean-douglas-laing,0,0,"Mixed Herb, Banana, Leaves, Lemon, Cream Citrus fruit and green banana with classic Lowland meadow hints and creamy touches. Juicy lemon and melon with sweet cream and soft spice. Lemon zest, spice and leafy herbs.",0,1,0,1,0,0,0,0,0,0,1,0,0,0,medium,round,light_smoke,dry,medium_round_light_smoke_dry,"('fruity', 'herbal', 'creamy')",-0.24787901230635503,1.8812797991093881
