name,whisky_type,volume(cl),alcohol(%),alcohol_density,price(£),price_per_cl,style_body,style_richness,style_smoke,style_sweetness,country,region,casktype,cask_group,bottler,bottler_group,is_independent,colouring,age,vintage,bottling_decade,is_vintage,has_age,has_bottling_decade,is_nas,characters,nose,palate,finish,food_paring,reviews,is_no_note,url,strong_smoke,style_missing,flavour_note,smoky_family,fruity_family,floral_family,herbal_family,sweet_family,nutty_family,spicy_family,woody_family,earthy_family,malty_family,creamy_family,wine_family,marine_family,other_family,body_tag,richness_tag,smoke_tag,sweetness_tag,flavour_pattern,family_combo,F1,F2
Glen Spey 200813 Year Old Watt Whisky,single malt,70.0,53.6,3752.0,67.75,0.9678571428571427,3.0,3.0,0.0,3.0,scotland,speyside,sherry hogshead,sherry,watt whisky,watt whisky,1,False,13.0,2008.0,,1,1,0,0,"Marzipan, Cherry, Raisins, Caramel, Cream",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/62424/glen-spey-2008-13-year-old-watt-whisky,0,0,"Marzipan, Cherry, Raisins, Caramel, Cream",0,1,0,0,1,1,0,0,0,0,0,0,0,0,medium,round,non,balanced,medium_round_non_balanced,"('fruity', 'sweet', 'nutty')",-0.12475652067245775,-0.278845551456168
Glen Elgin 12 Year Old,single malt,70.0,43.0,3010.0,47.75,0.6821428571428572,3.0,2.0,0.0,4.0,scotland,speyside,not specified,unknown,distillery bottling,distillery bottling,0,True,12.0,,,0,1,0,0,"Honey, Malt, Brioche, Coffee, Earth",no description,no description,no description,"White Bait, Octopus, Trifle","Although I am not a great whiskey aficionado I had a bottle of Glen Elgin a number of years ago and thought I was the best whiskey I had ever tasted. The whiskey I received from you tastes exactly as I remember, Thank you. || Lovely dram. Very smooth and easy to enjoy. Beautiful flavours of heather honey and tangerines - long sweet finish. Would like it to be ncf, 46% and natural colour but can't have everything, I suppose. || Very nice whisk lovely color has a chocolate smell to me. Sweet and easy to drink. has a good finish it dosen't linger to long though. a very nice and good 12 year old whisky. || Great easy smooth taste. Have used it to toast 2 weddings to great effect. Excellent || A very good, no-frills whisky, tastes just like a real whisky should.",0,https://www.thewhiskyexchange.com/p/2013/glen-elgin-12-year-old,0,0,"Honey, Malt, Brioche, Coffee, Earth",0,0,0,0,1,0,0,0,0,0,0,0,0,0,medium,round,non,sweet,medium_round_non_sweet,"('sweet',)",-0.19125092103351857,-0.8253705822997626
Tomintoul 2010 Oloroso Sherry Finish12 Year Old,single malt,70.0,40.0,2800.0,57.75,0.825,4.0,4.0,0.0,3.0,scotland,speyside,oloroso sherry  finish,sherry,distillery bottling,distillery bottling,0,Unknown,12.0,2010.0,,1,1,0,0,"Stewed Fruit, Raisins, Meat, Walnut",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/80988/tomintoul-2010-oloroso-sherry-finish-12-year-old,0,0,"Stewed Fruit, Raisins, Meat, Walnut",0,0,0,0,0,1,0,0,0,0,0,0,0,0,full,rich,non,balanced,full_rich_non_balanced,"('nutty',)",1.1826119413540712,-0.2778260542264724
Glenallachie 9 Year Old Fino Sherry Cask FinishThe Wood Collection,single malt,70.0,48.0,3360.0,52.5,0.75,,,,,scotland,speyside,fino sherry finish,sherry,distillery bottling,distillery bottling,0,False,9.0,,,0,1,0,0,"Bergamot, Grape, Vanilla, Cream, Mushroom",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/80561/glenallachie-9-year-old-fino-sherry-cask-finish-the-wood-collection,0,1,"Bergamot, Grape, Vanilla, Cream, Mushroom",0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,
Spey Trutina Cask Strength Batch 4,single malt,70.0,59.4,4158.0,58.25,0.8321428571428572,,,,,scotland,speyside,bourbon,bourbon,distillery bottling,distillery bottling,0,False,,,,0,0,0,1,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/66758/spey-trutina-cask-strength-batch-4,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Caperdonich 200021 Year Old Signatory for The Whisky Exchange,single malt,70.0,56.9,3983.0,299.0,4.271428571428571,4.0,3.0,0.0,4.0,scotland,speyside,hogshead,bourbon,signatory,signatory,1,False,21.0,2000.0,,1,1,0,0,"Cherry, Almond, Vanilla, Fruit Cake, Pear, Toffee","Cherry Bakewells – vanilla custard, hints of light fruit cake and a touch of orgeat almond. Fruity notes build: apple sauce with sultanas, spice and a touch of banana.",Creamy toffee and caramel leading to spiced apple and fruit cake. The cherry and almond notes from the nose reappear along with singed raisins and custard. Polished oak and lardy cake notes poke out the sides. Fresh apple and roasted pears with a touch of sharp white grape.,Creamy spiced apple and cream notes slowly.,,I really enjoy hibiki masters blend available only from duty free . But this was something else. I am going to purchase another bottle to keep for a few years. The subtle fruit cake and citrus flavours that came through really mixed well with my cigar choice and light chocolate to accompany it. || Seemed almost a bit of smoke or pear . Sweet. Full bodied. Sophisticated. Enjoyable. And a bit different. Orange. Smooth.,0,https://www.thewhiskyexchange.com/p/63462/caperdonich-2000-21-year-old-signatory-for-the-whisky-exchange,0,0,"Cherry, Almond, Vanilla, Fruit Cake, Pear, Toffee Cherry Bakewells – vanilla custard, hints of light fruit cake and a touch of orgeat almond. Fruity notes build: apple sauce with sultanas, spice and a touch of banana. Creamy toffee and caramel leading to spiced apple and fruit cake. The cherry and almond notes from the nose reappear along with singed raisins and custard. Polished oak and lardy cake notes poke out the sides. Fresh apple and roasted pears with a touch of sharp white grape. Creamy spiced apple and cream notes slowly.",0,1,0,0,1,1,0,1,0,0,1,0,0,0,full,round,non,sweet,full_round_non_sweet,"('fruity', 'sweet', 'nutty', 'woody', 'creamy')",1.1161175409930104,-0.8243510850700669
Glenfiddich Fire and CaneExperimental Series #04,single malt,70.0,43.0,3010.0,46.5,0.6642857142857143,3.0,3.0,3.0,3.0,scotland,speyside,rum finish,rum,distillery bottling,distillery bottling,0,Unknown,,,,0,0,0,1,"Orange, Toffee, Cinnamon, Oak, Apple, Smoke","Billowing soft peat notes, like distant smoke on the wind. Rich sweet toffee and zesty fresh fruit notes and spiciness.","Like a Highland peat campfire, with oak notes and toffee. Sharp green fruit, sweet baked apples and soft smoke.",Lingering smokiness and sweetness.,,"Itvwas purchased for my 60th birthday. What a delight. Its smooth very tasty and didnt last long in the bottle. For a single malt whisky its way up there. || I was a bit sceptical at first to buy this but boy am I happy I did. This has quickly become my favourite scotch. It's very different and unique. Taste wise it's not something you will find with other scotches. The smokiness comes through more here than anything else I've tried. It's sweet but it isn't overpowering. It goes down smooth and doesn't have much of a bite. If you don't like smoky then this isn't a scotch for you but that balance between sweet and smoky makes every sip its own journey. Amazing. || My favorite whisky. It's so good, and the smell is so great- i kept the bottle just to smell it after i finished the bottle. || Just received my bottle today, it has a nice smokey taste with an undertone which I find reminiscent of saffron. I'm no connoisseur but believe it's a nice whiskey. || Certainly interesting but neither the peat nor the rum finish really stands out in an exceptional way. The flavors aren't anything that can't be found in cheaper scotches. It's not bad, just nothing special. Which for the price warrants the 3 stars.",0,https://www.thewhiskyexchange.com/p/47186/glenfiddich-fire-and-cane-experimental-series-04,1,0,"Orange, Toffee, Cinnamon, Oak, Apple, Smoke Billowing soft peat notes, like distant smoke on the wind. Rich sweet toffee and zesty fresh fruit notes and spiciness. Like a Highland peat campfire, with oak notes and toffee. Sharp green fruit, sweet baked apples and soft smoke. Lingering smokiness and sweetness.",0,1,0,1,1,0,1,1,0,0,0,0,0,1,medium,round,smoky,balanced,medium_round_smoky_balanced,"('fruity', 'herbal', 'sweet', 'spicy', 'woody', 'other')",-0.050827460834575976,1.136429338017391
Macallan Amber1824 Series,single malt,70.0,40.0,2800.0,275.0,3.928571428571429,3.0,3.0,0.0,3.0,scotland,speyside,not specified,unknown,distillery bottling,distillery bottling,0,False,,,,0,0,0,1,"Grape, Milk Chocolate, Raisins, Toast, Cinnamon","Pain aux raisins and brioche, with some cleansing grapey notes and toasty spice.","Cinnamon and boozy raisins. Rich texture, mouthfilling, but still precise and clean. Easy to drink.","Boozy apple crumble, with cinnamon and milk chocolate.",,"An easy-drinking scotch – smooth and enjoyable. || Haven’t tried the product! It’s a Christmas present! However, I do know that the recipient loves Macallan whisky! I loved the standard of the engraving. Thank you. || Smooth, easy drinking || An excellent scotch. Very clean, smooth sweet with a little heat. One of the best for under 80$(CAD) || Quite a different type of character. Definitely not as good as the 12 or 15 year. I'm not getting much of the fruit that others write about. Almost getting bit of brine and salt water. Had high hopes based on other reviews but this one is not for me.",0,https://www.thewhiskyexchange.com/p/19971/macallan-amber-1824-series,0,0,"Grape, Milk Chocolate, Raisins, Toast, Cinnamon Pain aux raisins and brioche, with some cleansing grapey notes and toasty spice. Cinnamon and boozy raisins. Rich texture, mouthfilling, but still precise and clean. Easy to drink. Boozy apple crumble, with cinnamon and milk chocolate.",0,1,0,0,1,0,1,0,0,0,0,0,0,1,medium,round,non,balanced,medium_round_non_balanced,"('fruity', 'sweet', 'spicy', 'other')",-0.12475652067245775,-0.278845551456168
Longmorn 18 Year Old Single Batch,single malt,70.0,57.6,4032.0,220.0,3.142857142857143,4.0,3.0,0.0,3.0,scotland,speyside,not specified,unknown,distillery bottling,distillery bottling,0,Unknown,18.0,,,0,1,0,0,"Cacao, Coconut, Candied peel, Cinnamon",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/79756/longmorn-18-year-old-single-batch,0,0,"Cacao, Coconut, Candied peel, Cinnamon",0,0,0,0,0,0,1,0,0,0,0,0,0,0,full,round,non,balanced,full_round_non_balanced,"('spicy',)",1.0808128306047577,-0.236639822261141
Linkwood 200616 Year Old The Whisky Show 2022,single malt,70.0,56.5,3955.0,62.95,0.8992857142857144,3.0,2.0,0.0,3.0,scotland,speyside,hogshead,bourbon,elixir distillers,elixir distillers,1,Unknown,16.0,2006.0,,1,1,0,0,"Orange, Lemon, Elderflower, Pear, Biscuits, Apple",no description,no description,no description,,"A Christmas Speyside but not in the usual sherried cake tradition. This is candied orange butter cream. And loads of ginger nut biscuit on the finish.. The hogshead involvement hits like first fill bourbon cask similar to nadura. Doesn’t need much water at all despite the high abv, 9/10",0,https://www.thewhiskyexchange.com/p/67786/linkwood-2006-16-year-old-the-whisky-show-2022,0,0,"Orange, Lemon, Elderflower, Pear, Biscuits, Apple",0,1,0,0,0,0,0,0,0,0,0,0,0,0,medium,round,non,balanced,medium_round_non_balanced,"('fruity',)",-0.22655563142177113,-0.2376593194908366
Glenlivet 25 Year OldThe Sample Room Collection,single malt,70.0,43.0,3010.0,450.0,6.428571428571429,4.0,4.0,0.0,3.0,scotland,speyside,not specified,unknown,distillery bottling,distillery bottling,0,Unknown,25.0,,,0,1,0,0,"Figs, Blood orange, Ginger, Oak, Pineapple",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/67087/glenlivet-25-year-old-the-sample-room-collection,0,0,"Figs, Blood orange, Ginger, Oak, Pineapple",0,1,0,0,0,0,1,1,0,0,0,0,0,0,full,rich,non,balanced,full_rich_non_balanced,"('fruity', 'spicy', 'woody')",1.1826119413540712,-0.2778260542264724
Miltonduff 20158 Year Old 100 Proof Edition #24 Signatory,single malt,70.0,57.1,3997.0,46.95,0.6707142857142857,3.0,3.0,0.0,3.0,scotland,speyside,not specified,unknown,signatory,signatory,1,False,8.0,2015.0,,1,1,0,0,"Apple, White Pepper, Honeysuckle, Malt, Shortbread",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/82919/miltonduff-2015-8-year-old-100-proof-edition-24-signatory,0,0,"Apple, White Pepper, Honeysuckle, Malt, Shortbread",0,1,1,0,0,0,1,0,0,0,0,0,0,0,medium,round,non,balanced,medium_round_non_balanced,"('fruity', 'floral', 'spicy')",-0.12475652067245775,-0.278845551456168
Meikle Toir 5 Year Old The Chinquapin,single malt,70.0,48.0,3360.0,43.75,0.625,3.0,3.0,3.0,3.0,scotland,unknown_scotland,not specified,unknown,distillery bottling,distillery bottling,0,False,5.0,,,0,1,0,0,"Milk Chocolate, Hazelnut, Cinnamon, Praline",no description,no description,no description,,"This is a superb peaty Speyside malt whisky. Packs plenty of peat so if you like Islay you'll be sure to like this. || The whiskey is very tasty and worth paying attention to. Billy Walker worked well on it, I wanted more of this connection with peat! || superb glenallachie peated.congrats",0,https://www.thewhiskyexchange.com/p/73018/meikle-toir-5-year-old-the-chinquapin,1,0,"Milk Chocolate, Hazelnut, Cinnamon, Praline",0,0,0,0,1,1,1,0,0,0,0,0,0,0,medium,round,smoky,balanced,medium_round_smoky_balanced,"('sweet', 'nutty', 'spicy')",-0.050827460834575976,1.136429338017391
Crabbie 12 Year Old,single malt,70.0,40.0,2800.0,34.25,0.4892857142857142,2.0,1.0,0.0,3.0,scotland,speyside,bourbon,bourbon,john crabbie,john crabbie,1,Unknown,12.0,,,0,1,0,0,"Apple, Pear, Vanilla, Orange, Cinnamon, Nutmeg",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/63541/crabbie-12-year-old,0,0,"Apple, Pear, Vanilla, Orange, Cinnamon, Nutmeg",0,1,0,0,1,0,1,0,0,0,0,0,0,0,medium,lean,non,balanced,medium_lean_non_balanced,"('fruity', 'sweet', 'spicy')",-1.5339240934483005,-0.2386788167205322
Glenallachie 11 Year Old Marsala FinishWood Finish Series,single malt,70.0,48.0,3360.0,64.95,0.9278571428571428,3.0,3.0,0.0,4.0,scotland,speyside,marsala finish,wine_port,distillery bottling,distillery bottling,0,False,11.0,,,0,1,0,0,"Honey, Almond, Apricot, Toffee, Walnut, Stewed Fruit",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/72566/glenallachie-11-year-old-marsala-finish-wood-finish-series,0,0,"Honey, Almond, Apricot, Toffee, Walnut, Stewed Fruit",0,1,0,0,1,1,0,0,0,0,0,0,0,0,medium,round,non,sweet,medium_round_non_sweet,"('fruity', 'sweet', 'nutty')",-0.0894518102842052,-0.866556814265094
Tomintoul 200517 Year Old Pedro Ximenez Finish,single malt,70.0,46.0,3220.0,131.0,1.871428571428572,2.0,3.0,0.0,3.0,scotland,speyside,pedro ximenez sherry finish,sherry,distillery bottling,distillery bottling,0,Unknown,17.0,2005.0,,1,1,0,0,"Figs, Dates, Dark Chocolate, Toffee, Cinnamon, Marmalade",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/70476/tomintoul-2005-17-year-old-pedro-ximenez-finish,0,0,"Figs, Dates, Dark Chocolate, Toffee, Cinnamon, Marmalade",0,0,0,0,1,0,1,0,0,0,0,0,0,0,medium,round,non,balanced,medium_round_non_balanced,"('sweet', 'spicy')",-1.3303258719496738,-0.321051280651195
Macallan The Harmony Collection Vibrant Oak,single malt,70.0,44.2,3094.0,160.0,2.2857142857142856,3.0,3.0,0.0,3.0,scotland,speyside,sherry,sherry,distillery bottling,distillery bottling,0,False,,,,0,0,0,1,"Vanilla, Dried Fruit, Sherry, Orange, Oak, Nutmeg",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/57697/macallan-the-harmony-collection-vibrant-oak,0,0,"Vanilla, Dried Fruit, Sherry, Orange, Oak, Nutmeg",0,1,0,0,1,0,1,1,0,0,0,1,0,0,medium,round,non,balanced,medium_round_non_balanced,"('fruity', 'sweet', 'spicy', 'woody', 'wine')",-0.12475652067245775,-0.278845551456168
Mortlach 12 Year OldThe Wee Witchie,single malt,70.0,43.4,3038.0,68.75,0.9821428571428572,3.0,3.0,0.0,3.0,scotland,speyside,not specified,unknown,distillery bottling,distillery bottling,0,Unknown,12.0,,,0,1,0,0,"Dried Fruit, Vanilla, Walnut, Dates, Lemon","Rich and deep, with immediate warming, toasty oak tones (wood shavings) and a light peachy element that moves towards honey and then cooked fruits hinting at good depth. Some chestnut helps to add a sweet nutty background alongside hints of wax crayon. This impression of oak, sandalwood, light spice, and fruit - now with some dried berries - slowly gives way to some charred elements, hard (Highland) toffee and some light meatiness. Once this is established (and it takes time) it starts to deepen, earthy, petrichor, (the smell of early autumn), dried blossom, pineapple and bitter orange that itself extends into Terry’s chocolate orange and then cooked plum. As it dries so the woodland gives way to a coal bunker/lichen encrusted logs in a woodpile.","A sweet, almost peachy, concentrated start with a little oak and almost smoky (charred) element. It’s at its most expressive on the mid-palate where you pick out bitter chocolate, marmalade and light tobacco that’s balanced by a puddle of syrup before it deepens further and starts to grip, there’s liquorice, roast chestnut, tree bark, roasting coffee, and a burnt edge which might be the sulphur working its way out. As it develops so you get bourbon biscuit, then the meaty flavours which themselves have the herbal qualities of goat or lamb. The grip loosens, and light gets back in with things getting sweeter and also more spicy.",Quite dry and slightly sooty/ashy with oak (fresh-sawn timber). There’s some plum with an added hint of bitterness.,"Fried Chicken, Dim Sum, Monkfish","Good autumn dram. || Fabulous 12yo from Speyside. Not sure I need to try older expressions from this distillery. The 'Wee Witchie' is as good as anything I've sampled from the region. There's creamy toffee, and a hint of liquorice along with the alcohol on the nose. It's Christmas cake in a glass on the palate as sherried fruits and nuts come through, with a lovely dry finish. One that I'll always have in the collection. One criticism, poor quality cheap plastic seal and poor fitting cork, caused slight leakage on my bottle. Retailer changed without question but something distillery needs to look at. Far too good a product to scrimp on poor quality seal. || Loved it. Smooth with a little burn at the end. Both me and my father enjoyed it. || Mortlach 12 is delicious! Not a spicy dram, but nutty and fruity. Give it a long rest in the glass (20 minutes) and no water. Simply superb. || This is a shockingly good whisky. One of the best I've had. I can't even discard the empty bottle .It too is a good thing.",0,https://www.thewhiskyexchange.com/p/45299/mortlach-12-year-old-the-wee-witchie,0,0,"Dried Fruit, Vanilla, Walnut, Dates, Lemon Rich and deep, with immediate warming, toasty oak tones (wood shavings) and a light peachy element that moves towards honey and then cooked fruits hinting at good depth. Some chestnut helps to add a sweet nutty background alongside hints of wax crayon. This impression of oak, sandalwood, light spice, and fruit - now with some dried berries - slowly gives way to some charred elements, hard (Highland) toffee and some light meatiness. Once this is established (and it takes time) it starts to deepen, earthy, petrichor, (the smell of early autumn), dried blossom, pineapple and bitter orange that itself extends into Terry’s chocolate orange and then cooked plum. As it dries so the woodland gives way to a coal bunker/lichen encrusted logs in a woodpile. A sweet, almost peachy, concentrated start with a little oak and almost smoky (charred) element. It’s at its most expressive on the mid-palate where you pick out bitter chocolate, marmalade and light tobacco that’s balanced by a puddle of syrup before it deepens further and starts to grip, there’s liquorice, roast chestnut, tree bark, roasting coffee, and a burnt edge which might be the sulphur working its way out. As it develops so you get bourbon biscuit, then the meaty flavours which themselves have the herbal qualities of goat or lamb. The grip loosens, and light gets back in with things getting sweeter and also more spicy. Quite dry and slightly sooty/ashy with oak (fresh-sawn timber). There’s some plum with an added hint of bitterness.",1,1,0,1,1,1,1,1,1,1,0,1,0,1,medium,round,non,balanced,medium_round_non_balanced,"('smoky', 'fruity', 'herbal', 'sweet', 'nutty', 'spicy', 'woody', 'earthy', 'malty', 'wine', 'other')",-0.12475652067245775,-0.278845551456168
Loch Dhu 10 Year Old,single malt,70.0,40.0,2800.0,250.0,3.571428571428572,,,,,scotland,speyside,not specified,unknown,distillery bottling,distillery bottling,0,True,10.0,,,0,1,0,0,no description,no description,no description,no description,,"They claimed it got its colour from the casks it was matured in, that was false,the ""bhu""was added by caramel before bottling which led to its being withdrawn making its new rarity collectable.it was a shame really because loch bhu was an excellent dram to be sipped neat as it did not appreciate the addition of any water || Yes,twice and found Loch Dhu the most delightfull whisky ever sampled. || Silky smooth and viscous. EXCELLENT! As best my unsophisticated pallet could tell, licorice, tar, earth, caramel. Looks a bit like old, crankcase oil. 1st taste, given a 1/2 litre. Bought 1 full and 1/2 litre online. Bought a Japanese packaged bottle on Ebay! Now that I've found you, I'll be ordering more! || Peat meets treacle and Guinness, silky smooth and viscous . Superb! || guinness, liquorice, tar, chocolate, earth, treacle, caramel on the (short) finish. interesting but not really worth the price of admission.",1,https://www.thewhiskyexchange.com/p/3019/loch-dhu-10-year-old,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Glenallachie 10 Year Old Cask Strength Batch 12,single malt,70.0,59.7,4179.0,68.75,0.9821428571428572,3.0,4.0,0.0,3.0,scotland,speyside,not specified,unknown,distillery bottling,distillery bottling,0,False,10.0,,,0,1,0,0,"Sponge cake, Raisins, Toffee, Cherry, Pecan",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/83960/glenallachie-10-year-old-cask-strength-batch-12,0,0,"Sponge cake, Raisins, Toffee, Cherry, Pecan",0,1,0,0,1,1,0,0,0,0,0,0,0,0,medium,rich,non,balanced,medium_rich_non_balanced,"('fruity', 'sweet', 'nutty')",-0.022957409923144413,-0.3200317834214994
Speyburn Bourbon Cask,single malt,70.0,40.0,2800.0,25.25,0.3607142857142857,3.0,3.0,0.0,3.0,scotland,speyside,bourbon finish,bourbon,distillery bottling,distillery bottling,0,Unknown,,,,0,0,0,1,"Apple, Honey, Vanilla, Sulphur, Lemon, Cream",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/83279/speyburn-bourbon-cask,0,0,"Apple, Honey, Vanilla, Sulphur, Lemon, Cream",0,1,0,0,1,0,0,0,0,0,0,0,0,0,medium,round,non,balanced,medium_round_non_balanced,"('fruity', 'sweet')",-0.12475652067245775,-0.278845551456168
Speyside (Mortlach) 200915 Year Old Watt Whisky,single malt,70.0,54.9,3843.0,78.95,1.127857142857143,4.0,5.0,0.0,3.0,scotland,speyside,hogshead,bourbon,watt whisky,watt whisky,1,False,15.0,2009.0,,1,1,0,0,"Meat, Oak, Honey, Olives, Vanilla",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/82037/speyside-mortlach-2009-15-year-old-watt-whisky,0,0,"Meat, Oak, Honey, Olives, Vanilla",0,0,0,0,1,0,0,1,0,0,0,0,0,0,full,rich,non,balanced,full_rich_non_balanced,"('sweet', 'woody')",1.2844110521033845,-0.3190122861918038
Mortlach 25 Year OldG&M Distillery Labels,single malt,70.0,46.0,3220.0,226.0,3.2285714285714286,3.0,3.0,0.0,4.0,scotland,speyside,not specified,unknown,gordon & macphail,gordon & macphail,1,Unknown,25.0,,,0,1,0,0,"Sherry, Fruit Cake, Clove, Orange, Nutmeg, Raisins",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/63309/mortlach-25-year-old-gm-distillery-labels,0,0,"Sherry, Fruit Cake, Clove, Orange, Nutmeg, Raisins",0,1,0,0,0,0,1,0,0,0,0,1,0,0,medium,round,non,sweet,medium_round_non_sweet,"('fruity', 'spicy', 'wine')",-0.0894518102842052,-0.866556814265094
Benriach 199427 Year Old Oloroso Cask #2056 UK Exclusive,single malt,70.0,52.8,3696.0,373.0,5.328571428571428,4.0,4.0,3.0,3.0,scotland,speyside,oloroso sherry puncheon,sherry,distillery bottling,distillery bottling,0,Unknown,27.0,1994.0,,1,1,0,0,"Meat, Praline, Mint, Orange, Dark Chocolate",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/47599/benriach-1994-27-year-old-oloroso-cask-2056-uk-exclusive,1,0,"Meat, Praline, Mint, Orange, Dark Chocolate",0,1,0,1,1,1,0,0,0,0,0,0,0,0,full,rich,smoky,balanced,full_rich_smoky_balanced,"('fruity', 'herbal', 'sweet', 'nutty')",1.256541001191953,1.1374488352470868
Old Ballantruan,single malt,70.0,50.0,3500.0,45.75,0.6535714285714286,3.0,4.0,2.0,3.0,scotland,speyside,not specified,unknown,distillery bottling,distillery bottling,0,True,,,,0,0,0,1,"Smoke, Malt, Praline, Lemon, Hazelnut","Citrussy, very aromatic. A distant dry smokiness swirling up. A mineral touch (wet pebble). Then a fruity whiff of ripe peaches and pears. All is wrapped in a delicate honeyed veil.","Rich, silky, enticing. Oily, getting drier on the tongue as spices burst out. Some green gage flavours mingling with spices.","Lemony, drying on ginger.",,"I purchased a bottle at the highland games in Pitlochry after having a ""wee dram"". I'm not one for peated scotch, but the Old Ballantruan won me over at first sip. I brougha bottlet back to the US to share with friends. It's a beautiful whiskey. || A cracking speyside peaty whisky. I would rate 3 on smoke rather 2. I am a major fan of islay smokey whisky and this one is a definite in the drinks collection! || Tastes great smoke and flavor notes harmonize perfectly. a very delicious smoked whiskey. One of my top smoked whiskeys || I found this to be quite spectacular for the price. The tasting notes are spot on. || Rough with too much caramel and far too pricey for what it is, given that I can buy Laphroaig 10 and Ardbeg 10 cheaper than this.",0,https://www.thewhiskyexchange.com/p/7505/old-ballantruan,0,0,"Smoke, Malt, Praline, Lemon, Hazelnut Citrussy, very aromatic. A distant dry smokiness swirling up. A mineral touch (wet pebble). Then a fruity whiff of ripe peaches and pears. All is wrapped in a delicate honeyed veil. Rich, silky, enticing. Oily, getting drier on the tongue as spices burst out. Some green gage flavours mingling with spices. Lemony, drying on ginger.",0,1,0,1,0,1,1,0,0,0,0,0,0,1,medium,rich,light_smoke,balanced,medium_rich_light_smoke_balanced,"('fruity', 'herbal', 'nutty', 'spicy', 'other')",0.026328629968776766,0.6234848095608734
Glenfiddich 1991Don Ramsay Bot.2004,single malt,70.0,40.0,2800.0,350.0,5.0,,,,,scotland,speyside,not specified,unknown,distillery bottling,distillery bottling,0,True,,1991.0,2000.0,1,0,1,0,no description,no description,no description,no description,,"About as good a whisky as glenfiddich has ever produced. I wish I had bought them all off the shelf when they were 20 quid in asda, Elgin when they were first released. £150 is a lot, but trust me its worth it.",1,https://www.thewhiskyexchange.com/p/2106/glenfiddich-1991-don-ramsay-bot2004,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
Dailuaine 10 Year OldSingle Malts of Scotland Reserve Casks Parcel 9,single malt,70.0,48.0,3360.0,63.25,0.9035714285714286,2.0,2.0,0.0,3.0,scotland,speyside,not specified,unknown,elixir distillers,elixir distillers,1,Unknown,10.0,,,0,1,0,0,"Pear, Lemon, Vanilla, Cream, Honey, Almond",no description,no description,no description,,,0,https://www.thewhiskyexchange.com/p/69558/dailuaine-10-year-old-single-malts-of-scotland-reserve-casks-parcel-9,0,0,"Pear, Lemon, Vanilla, Cream, Honey, Almond",0,1,0,0,1,1,0,0,0,0,0,0,0,0,medium,round,non,balanced,medium_round_non_balanced,"('fruity', 'sweet', 'nutty')",-1.432124982698987,-0.2798650486858636
Spey 200518 Year Old,single malt,70.0,46.0,3220.0,143.0,2.0428571428571427,,,,,scotland,speyside,not specified,unknown,distillery bottling,distillery bottling,0,False,18.0,2005.0,,1,1,0,0,no description,no description,no description,no description,,,1,https://www.thewhiskyexchange.com/p/81724/spey-2005-18-year-old,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
